Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg
10/05/2023,26.7,33.8,29.9,72,0,4.5,9,60,4
11/05/2023,26.9,31,26.7,88,0,8.3,5,120,3
12/05/2023,25,34.6,30.1,71,15.5,0,9,110,4
13/05/2023,26,34.2,29.5,74,,9.3,5,310,2
14/05/2023,22.2,34.2,28.6,67,0,6.2,5,310,2
15/05/2023,24.4,33.6,28.6,69,0,10.4,4,100,2
16/05/2023,23.8,33,27.9,68,0,8.4,6,10,2
17/05/2023,23.8,34.2,28.2,65,0,9.8,6,70,2
18/05/2023,23.2,33.8,28.4,62,,9.4,4,90,2
19/05/2023,24.7,33.3,28.9,65,,8.7,5,140,2
20/05/2023,23.4,33.4,28.9,73,0,9,5,100,2
21/05/2023,25.2,33.8,29.2,71,0,8,5,100,3
22/05/2023,24.9,33.2,29.1,66,0,9.6,5,90,2
23/05/2023,24.7,32.8,28.7,68,0,10,6,90,2
24/05/2023,24.8,33.6,28.9,69,0,10.2,6,100,2
25/05/2023,24.6,34.9,29.3,69,,8.2,6,90,3
26/05/2023,24.2,33.6,29.4,68,8.6,9.3,6,60,3
27/05/2023,25.7,32.7,29,69,0,10,5,340,3
28/05/2023,24.2,32.6,28.6,64,0,8.2,5,360,2
29/05/2023,24.2,32.8,30.4,61,0,10.2,5,300,3
